"","cds","rna","GeneID","Name","gene_name","description","protein_id"
"mapping_line","18018","20335","GeneID:100771125,Genbank:XP_007645610.1","XP_007645610.1","Fcrla","Fc receptor-like A isoform X7","XP_007645610.1"
"mapping_line","18019","20336","GeneID:100771895,Genbank:XP_003506925.1","XP_003506925.1","Fcrlb","Fc receptor-like B","XP_003506925.1"
"mapping_line","18021","20338","GeneID:100772173,Genbank:XP_003506926.1","XP_003506926.1","Atf6","cyclic AMP-dependent transcription factor ATF-6 alpha","XP_003506926.1"
"mapping_line","18022","20339","GeneID:100772466,Genbank:XP_003506927.1","XP_003506927.1","Olfml2b","olfactomedin-like protein 2B isoform X2","XP_003506927.1"
"mapping_line","18023","20340","GeneID:100772466,Genbank:XP_007645611.1","XP_007645611.1","Olfml2b","olfactomedin-like protein 2B isoform X1","XP_007645611.1"
"mapping_line","18024","20341","GeneID:100764102,Genbank:XP_007645617.1","XP_007645617.1","Emc1","ER membrane protein complex subunit 1 isoform X1","XP_007645617.1"
"mapping_line","18025","20342","GeneID:100750586,Genbank:XP_003506933.1","XP_003506933.1","Mrto4","mRNA turnover protein 4 homolog isoform X1","XP_003506933.1"
"mapping_line","18027","20344","GeneID:100751467,Genbank:XP_007645620.1","XP_007645620.1","LOC100751467","aflatoxin B1 aldehyde reductase member 3-like isoform X3","XP_007645620.1"
"mapping_line","18028","20345","GeneID:100751467,Genbank:XP_003506935.1","XP_003506935.1","LOC100751467","aflatoxin B1 aldehyde reductase member 3-like isoform X1","XP_003506935.1"
"mapping_line","18029","20347","GeneID:100751755,Genbank:XP_003506936.1","XP_003506936.1","LOC100751755","aflatoxin B1 aldehyde reductase member 2 isoform X1","XP_003506936.1"
"mapping_line","18030","20348","GeneID:100752042,Genbank:XP_003506937.1","XP_003506937.1","Pqlc2","lysosomal amino acid transporter 1 homolog isoform X1","XP_003506937.1"
"mapping_line","18031","20346","GeneID:100752042,Genbank:XP_007645618.1","XP_007645618.1","Pqlc2","lysosomal amino acid transporter 1 homolog isoform X1","XP_007645618.1"
"mapping_line","18032","20349","GeneID:100752042,Genbank:XP_007645619.1","XP_007645619.1","Pqlc2","lysosomal amino acid transporter 1 homolog isoform X2","XP_007645619.1"
"mapping_line","18033","20351","GeneID:100755876,Genbank:XP_007645629.1","XP_007645629.1","Capzb","F-actin-capping protein subunit beta isoform X9","XP_007645629.1"
"mapping_line","18034","20354","GeneID:100755876,Genbank:XP_007645622.1","XP_007645622.1","Capzb","F-actin-capping protein subunit beta isoform X2","XP_007645622.1"
"mapping_line","18035","20350","GeneID:100755876,Genbank:XP_007645625.1","XP_007645625.1","Capzb","F-actin-capping protein subunit beta isoform X5","XP_007645625.1"
"mapping_line","18036","20352","GeneID:100755876,Genbank:XP_007645623.1","XP_007645623.1","Capzb","F-actin-capping protein subunit beta isoform X3","XP_007645623.1"
"mapping_line","18037","20353","GeneID:100755876,Genbank:XP_007645626.1","XP_007645626.1","Capzb","F-actin-capping protein subunit beta isoform X6","XP_007645626.1"
"mapping_line","18038","20355","GeneID:100755876,Genbank:XP_007645621.1","XP_007645621.1","Capzb","F-actin-capping protein subunit beta isoform X1","XP_007645621.1"
"mapping_line","18039","20357","GeneID:100755876,Genbank:XP_007645624.1","XP_007645624.1","Capzb","F-actin-capping protein subunit beta isoform X4","XP_007645624.1"
"mapping_line","18040","20358","GeneID:100755876,Genbank:XP_007645627.1","XP_007645627.1","Capzb","F-actin-capping protein subunit beta isoform X7","XP_007645627.1"
"mapping_line","18041","20356","GeneID:100755876,Genbank:XP_007645628.1","XP_007645628.1","Capzb","F-actin-capping protein subunit beta isoform X8","XP_007645628.1"
"mapping_line","18042","20359","GeneID:100752335,Genbank:XP_003506938.1","XP_003506938.1","Minos1","mitochondrial inner membrane organizing system protein 1 isoform X1","XP_003506938.1"
"mapping_line","18043","20360","GeneID:100752634,Genbank:XP_007645630.1","XP_007645630.1","LOC100752634","neuroblastoma suppressor of tumorigenicity 1 isoform X1","XP_007645630.1"
"mapping_line","18044","20361","GeneID:100752634,Genbank:XP_007645631.1","XP_007645631.1","LOC100752634","neuroblastoma suppressor of tumorigenicity 1 isoform X2","XP_007645631.1"
"mapping_line","18045","20362","GeneID:100752934,Genbank:XP_003506940.1","XP_003506940.1","Htr6","5-hydroxytryptamine receptor 6","XP_003506940.1"
"mapping_line","18046","20367","GeneID:100753234,Genbank:XP_007645632.1","XP_007645632.1","Tmco4","transmembrane and coiled-coil domain-containing protein 4 isoform X1","XP_007645632.1"
"mapping_line","18047","20363","GeneID:100753234,Genbank:XP_007645633.1","XP_007645633.1","Tmco4","transmembrane and coiled-coil domain-containing protein 4 isoform X1","XP_007645633.1"
"mapping_line","18048","20366","GeneID:100753234,Genbank:XP_007645634.1","XP_007645634.1","Tmco4","transmembrane and coiled-coil domain-containing protein 4 isoform X1","XP_007645634.1"
"mapping_line","18049","20365","GeneID:100753234,Genbank:XP_007645635.1","XP_007645635.1","Tmco4","transmembrane and coiled-coil domain-containing protein 4 isoform X1","XP_007645635.1"
"mapping_line","18050","20364","GeneID:100753234,Genbank:XP_003506941.1","XP_003506941.1","Tmco4","transmembrane and coiled-coil domain-containing protein 4 isoform X1","XP_003506941.1"
"mapping_line","18051","20368","GeneID:100753534,Genbank:XP_003506942.1","XP_003506942.1","Rnf186","RING finger protein 186","XP_003506942.1"
"mapping_line","18052","20369","GeneID:100756165,Genbank:XP_003506951.1","XP_003506951.1","Otud3","OTU domain-containing protein 3","XP_003506951.1"
"mapping_line","18053","20370","GeneID:100753835,Genbank:XP_003506943.1","XP_003506943.1","Pla2g2e","group IIE secretory phospholipase A2","XP_003506943.1"
"mapping_line","18054","20371","GeneID:100754136,Genbank:XP_007645636.1","XP_007645636.1","Pla2g2a","phospholipase A2%2C membrane associated isoform X1","XP_007645636.1"
"mapping_line","18055","20372","GeneID:100754426,Genbank:XP_003506945.1","XP_003506945.1","Pla2g5","calcium-dependent phospholipase A2","XP_003506945.1"
"mapping_line","18056","20373","GeneID:100754712,Genbank:XP_003506946.1","XP_003506946.1","Pla2g2d","group IID secretory phospholipase A2","XP_003506946.1"
"mapping_line","18057","20374","GeneID:100755005,Genbank:XP_003506947.1","XP_003506947.1","Pla2g2f","group IIF secretory phospholipase A2","XP_003506947.1"
"mapping_line","18058","20375","GeneID:100756754,Genbank:XP_007645637.1","XP_007645637.1","Pla2g2c","putative inactive group IIC secretory phospholipase A2","XP_007645637.1"
"mapping_line","18059","20376","GeneID:100755290,Genbank:XP_003506948.1","XP_003506948.1","Ubxn10","UBX domain-containing protein 10","XP_003506948.1"
"mapping_line","18061","20378","GeneID:100757620,Genbank:XP_007645639.1","XP_007645639.1","LOC100757620","protein PF14_0175-like","XP_007645639.1"
"mapping_line","18062","20379","GeneID:100757907,Genbank:XP_007645640.1","XP_007645640.1","Nrg1","pro-neuregulin-1%2C membrane-bound isoform isoform X2","XP_007645640.1"
"mapping_line","18063","20380","GeneID:100757907,Genbank:XP_003506956.1","XP_003506956.1","Nrg1","pro-neuregulin-1%2C membrane-bound isoform isoform X1","XP_003506956.1"
"mapping_line","18064","20381","GeneID:100757907,Genbank:XP_007645641.1","XP_007645641.1","Nrg1","pro-neuregulin-1%2C membrane-bound isoform isoform X3","XP_007645641.1"
"mapping_line","18065","20382","GeneID:100757907,Genbank:XP_007645643.1","XP_007645643.1","Nrg1","pro-neuregulin-1%2C membrane-bound isoform isoform X5","XP_007645643.1"
"mapping_line","18066","20383","GeneID:100757907,Genbank:XP_007645642.1","XP_007645642.1","Nrg1","pro-neuregulin-1%2C membrane-bound isoform isoform X4","XP_007645642.1"
"mapping_line","18067","20384","GeneID:100757907,Genbank:XP_007645644.1","XP_007645644.1","Nrg1","pro-neuregulin-1%2C membrane-bound isoform isoform X6","XP_007645644.1"
"mapping_line","18068","20385","GeneID:100757907,Genbank:XP_007645645.1","XP_007645645.1","Nrg1","pro-neuregulin-1%2C membrane-bound isoform isoform X7","XP_007645645.1"
"mapping_line","18069","20386","GeneID:100758487,Genbank:XP_003506957.1","XP_003506957.1","Pikfyve","1-phosphatidylinositol 3-phosphate 5-kinase isoform X3","XP_003506957.1"
"mapping_line","18070","20387","GeneID:100758487,Genbank:XP_003506958.1","XP_003506958.1","Pikfyve","1-phosphatidylinositol 3-phosphate 5-kinase isoform X5","XP_003506958.1"
"mapping_line","18071","20388","GeneID:100758487,Genbank:XP_007645648.1","XP_007645648.1","Pikfyve","1-phosphatidylinositol 3-phosphate 5-kinase isoform X2","XP_007645648.1"
"mapping_line","18072","20389","GeneID:100758487,Genbank:XP_007645649.1","XP_007645649.1","Pikfyve","1-phosphatidylinositol 3-phosphate 5-kinase isoform X4","XP_007645649.1"
"mapping_line","18073","20390","GeneID:100758487,Genbank:XP_007645646.1","XP_007645646.1","Pikfyve","1-phosphatidylinositol 3-phosphate 5-kinase isoform X1","XP_007645646.1"
"mapping_line","18074","20391","GeneID:100758487,Genbank:XP_007645647.1","XP_007645647.1","Pikfyve","1-phosphatidylinositol 3-phosphate 5-kinase isoform X1","XP_007645647.1"
"mapping_line","18075","20394","GeneID:100758958,Genbank:XP_003506959.1","XP_003506959.1","Idh1","isocitrate dehydrogenase [NADP] cytoplasmic","XP_003506959.1"
"mapping_line","18076","20395","GeneID:100762054,Genbank:XP_003506970.1","XP_003506970.1","LOC100762054","uncharacterized protein C2orf80 homolog isoform X1","XP_003506970.1"
"mapping_line","18077","20396","GeneID:100759243,Genbank:XP_007645650.1","XP_007645650.1","Cryga","gamma-crystallin A isoform X2","XP_007645650.1"
"mapping_line","18078","20397","GeneID:100759243,Genbank:XP_003506960.1","XP_003506960.1","Cryga","gamma-crystallin A isoform X1","XP_003506960.1"
"mapping_line","18079","20398","GeneID:100759531,Genbank:XP_003506961.1","XP_003506961.1","Crygb","gamma-crystallin B isoform X1","XP_003506961.1"
"mapping_line","18081","20400","GeneID:100760119,Genbank:XP_003506963.1","XP_003506963.1","LOC100760119","gamma-crystallin D","XP_003506963.1"
"mapping_line","18082","20401","GeneID:100760411,Genbank:XP_003506964.1","XP_003506964.1","LOC100760411","gamma-crystallin E isoform X1","XP_003506964.1"
"mapping_line","18083","20402","GeneID:100760707,Genbank:XP_003506965.1","XP_003506965.1","Plekhm3","pleckstrin homology domain-containing family M member 3 isoform X1","XP_003506965.1"
"mapping_line","18084","20403","GeneID:100762351,Genbank:XP_003506971.1","XP_003506971.1","Fzd5","frizzled-5 isoform X1","XP_003506971.1"
"mapping_line","18085","20404","GeneID:100760997,Genbank:XP_003506966.1","XP_003506966.1","Ccnyl1","cyclin-Y-like protein 1","XP_003506966.1"
"mapping_line","18086","20405","GeneID:100761287,Genbank:XP_003506967.1","XP_003506967.1","Mettl21a","protein N-lysine methyltransferase METTL21A","XP_003506967.1"
"mapping_line","18087","20406","GeneID:100761582,Genbank:XP_007645653.1","XP_007645653.1","Creb1","cyclic AMP-responsive element-binding protein 1 isoform X4","XP_007645653.1"
"mapping_line","18088","20407","GeneID:100761582,Genbank:XP_003506968.1","XP_003506968.1","Creb1","cyclic AMP-responsive element-binding protein 1 isoform X2","XP_003506968.1"
"mapping_line","18089","20408","GeneID:100761582,Genbank:XP_007645652.1","XP_007645652.1","Creb1","cyclic AMP-responsive element-binding protein 1 isoform X3","XP_007645652.1"
"mapping_line","18090","20410","GeneID:100761582,Genbank:XP_007645651.1","XP_007645651.1","Creb1","cyclic AMP-responsive element-binding protein 1 isoform X1","XP_007645651.1"
"mapping_line","18091","20411","GeneID:103164127,Genbank:XP_007645655.1","XP_007645655.1","LOC103164127","sperm-associated antigen 1-like","XP_007645655.1"
"mapping_line","18092","20412","GeneID:100762645,Genbank:XP_003506972.1","XP_003506972.1","Polr2k","DNA-directed RNA polymerases I%2C II%2C and III subunit RPABC4","XP_003506972.1"
"mapping_line","18093","20413","GeneID:100762936,Genbank:XP_003506973.2","XP_003506973.2","Fbxo43","F-box only protein 43 isoform X1","XP_003506973.2"
"mapping_line","18098","20419","GeneID:100764080,Genbank:XP_003506976.1","XP_003506976.1","LOC100764080","interferon alpha-inducible protein 27%2C mitochondrial isoform X1","XP_003506976.1"
"mapping_line","18099","20418","GeneID:100764080,Genbank:XP_007645660.1","XP_007645660.1","LOC100764080","interferon alpha-inducible protein 27%2C mitochondrial isoform X2","XP_007645660.1"
"mapping_line","18100","20420","GeneID:100766713,Genbank:XP_003506985.1","XP_003506985.1","LOC100766713","interferon alpha-inducible protein 6-like","XP_003506985.1"
"mapping_line","18101","20421","GeneID:100764379,Genbank:XP_003506977.1","XP_003506977.1","Ddx24","ATP-dependent RNA helicase DDX24","XP_003506977.1"
"mapping_line","18102","20422","GeneID:100764676,Genbank:XP_003506978.1","XP_003506978.1","Otub2","ubiquitin thioesterase OTUB2 isoform X2","XP_003506978.1"
"mapping_line","18103","20423","GeneID:100764676,Genbank:XP_007645661.1","XP_007645661.1","Otub2","ubiquitin thioesterase OTUB2 isoform X1","XP_007645661.1"
"mapping_line","18104","20424","GeneID:100764972,Genbank:XP_007645662.1","XP_007645662.1","Asb2","ankyrin repeat and SOCS box protein 2 isoform X1","XP_007645662.1"
"mapping_line","18105","20425","GeneID:100767008,Genbank:XP_007645663.1","XP_007645663.1","Fam181a","protein FAM181A","XP_007645663.1"
"mapping_line","18106","20426","GeneID:100765258,Genbank:XP_003506980.1","XP_003506980.1","Prima1","proline-rich membrane anchor 1","XP_003506980.1"
"mapping_line","18107","20427","GeneID:100765551,Genbank:XP_007645665.1","XP_007645665.1","Unc79","protein unc-79 homolog isoform X2","XP_007645665.1"
"mapping_line","18108","20428","GeneID:100765551,Genbank:XP_007645664.1","XP_007645664.1","Unc79","protein unc-79 homolog isoform X1","XP_007645664.1"
"mapping_line","18109","20429","GeneID:100767292,Genbank:XP_003506986.1","XP_003506986.1","LOC100767292","cytochrome c oxidase subunit 8C%2C mitochondrial","XP_003506986.1"
"mapping_line","18110","20432","GeneID:100765835,Genbank:XP_003506982.1","XP_003506982.1","Btbd7","BTB/POZ domain-containing protein 7 isoform X1","XP_003506982.1"
"mapping_line","18111","20430","GeneID:100765835,Genbank:XP_007645666.1","XP_007645666.1","Btbd7","BTB/POZ domain-containing protein 7 isoform X2","XP_007645666.1"
"mapping_line","18112","20431","GeneID:100765835,Genbank:XP_007645667.1","XP_007645667.1","Btbd7","BTB/POZ domain-containing protein 7 isoform X2","XP_007645667.1"
"mapping_line","18114","20434","GeneID:100768158,Genbank:XP_007645670.1","XP_007645670.1","Tmem251","transmembrane protein 251","XP_007645670.1"
"mapping_line","18115","20435","GeneID:100766130,Genbank:XP_003506983.1","XP_003506983.1","Moap1","modulator of apoptosis 1 isoform X1","XP_003506983.1"
"mapping_line","18116","20436","GeneID:100766130,Genbank:XP_007645671.1","XP_007645671.1","Moap1","modulator of apoptosis 1 isoform X2","XP_007645671.1"
"mapping_line","18117","20437","GeneID:100768438,Genbank:XP_007645673.1","XP_007645673.1","Itpk1","inositol-tetrakisphosphate 1-kinase isoform X1","XP_007645673.1"
"mapping_line","18118","20438","GeneID:100766424,Genbank:XP_003506984.1","XP_003506984.1","Chga","chromogranin-A isoform X1","XP_003506984.1"
"mapping_line","18120","20440","GeneID:103160781,Genbank:XP_007645674.1","XP_007645674.1","LOC103160781","semaphorin-3E-like","XP_007645674.1"
"mapping_line","18121","20441","GeneID:100755006,Genbank:XP_007645676.1","XP_007645676.1","LOC100755006","zinc finger protein 431-like isoform X2","XP_007645676.1"
"mapping_line","18122","20442","GeneID:100755006,Genbank:XP_007645675.1","XP_007645675.1","LOC100755006","zinc finger protein 120-like isoform X1","XP_007645675.1"
"mapping_line","18123","20443","GeneID:100753836,Genbank:XP_003507007.1","XP_003507007.1","LOC100753836","olfactory receptor 9A4","XP_003507007.1"
"mapping_line","18124","20444","GeneID:100754713,Genbank:XP_007645677.1","XP_007645677.1","Clec5a","C-type lectin domain family 5 member A isoform X2","XP_007645677.1"
"mapping_line","18125","20445","GeneID:100754713,Genbank:XP_003507008.1","XP_003507008.1","Clec5a","C-type lectin domain family 5 member A isoform X1","XP_003507008.1"
"mapping_line","18126","20446","GeneID:100768730,Genbank:XP_003506990.1","XP_003506990.1","LOC100768730","taste receptor type 2 member 38","XP_003506990.1"
"mapping_line","18127","20447","GeneID:100769016,Genbank:XP_007645680.1","XP_007645680.1","LOC100769016","maltase-glucoamylase%2C intestinal-like isoform X1","XP_007645680.1"
"mapping_line","18129","20449","GeneID:103158547,Genbank:XP_007645682.1","XP_007645682.1","LOC103158547","mucin-2-like","XP_007645682.1"
"mapping_line","18130","20450","GeneID:100751176,Genbank:XP_003507000.1","XP_003507000.1","LOC100751176","DBH-like monooxygenase protein 2","XP_003507000.1"
"mapping_line","18132","20451","GeneID:100751468,Genbank:XP_003507001.1","XP_003507001.1","Prss58","serine protease 58","XP_003507001.1"
"mapping_line","18133","20452","GeneID:100751756,Genbank:XP_003507002.1","XP_003507002.1","LOC100751756","probable inactive serine protease 58","XP_003507002.1"
"mapping_line","18134","20453","GeneID:100769881,Genbank:XP_007645684.1","XP_007645684.1","LOC100769881","trypsin-like","XP_007645684.1"
